first_name,last_name,date_of_birth,current_school,current_grade,default_discount_percentage
Rachel,Hernandez,2008-06-27,MIT,,31.9
Ivy,Vo,,Northwestern University,,30.2
Em,Davis,,Truong THPT Nguyen Trai,Freshman,31.9
Olivia,Davis,2009-07-08,Stanford University,11,23.6
Henry,Phung,2008-02-05,Truong THPT Nguyen Du,,42.3
Xuan,Dong,2008-07-08,,Junior,47.1
Alex,Dong,,Truong THPT Vo Thi Sau,Senior,41.4
Olivia,Taylor,2008-02-16,Duke University,Junior,45.6
Grace,Phan,2010-07-19,,,2.2
Phong,Nguyen,2010-08-04,Duke University,,10.6
Henry,Truong,2009-05-11,University of Chicago,Sophomore,20.0
David,Dang,,Truong THPT Le Quy Don,9,41.1
Xuan,Garcia,,Truong THPT Le Quy Don,,42.4
Khanh,Hoang,2008-08-20,University of California,12,15.9
Quinn,Bui,2009-04-15,,11,38.4
Duc,Ly,2011-08-16,,,23.3
Uyen,Pham,2010-11-27,,Sophomore,32.3
Sam,Hoang,2008-06-19,,Senior,23.4
Frank,Dang,2008-05-23,University of Chicago,11,12.9
Catherine,Smith,,,,8.8
Phong,Dong,2010-01-14,MIT,11,23.1
Uyen,Ho,2010-06-16,Northwestern University,,2.0
Frank,Ngo,2010-09-18,University of California,9,17.8
Paul,Vo,2008-05-06,,12,31.3
